"Student_ID","Age","Gender","Academic_Level","Country","Avg_Daily_Usage_Hours","Most_Used_Platform","Sleep_Hours_Per_Night","Mental_Health_Score","Relationship_Status","Conflicts_Over_Social_Media","Addicted_Score","Social_Media_Burnout"
6095,20,"Female","Undergraduate","Bangladesh",6.2,"TikTok",5.9,8,"Single",3,5,"High"
2240,21,"Male","Graduate","USA",5.6,"Facebook",7.3,4,"Single",2,8,"Moderate"
7530,21,"Male","Graduate","Sri Lanka",5.3,"VKontakte",5.8,6,"In Relationship",4,7,"Moderate"
3757,20,"Female","Undergraduate","Finland",5.2,"TikTok",6.2,7,"In Relationship",3,5,"High"
1638,19,"Female","Undergraduate","Denmark",2.3,"Instagram",6.2,5,"In Relationship",4,7,"High"
8869,21,"Male","Graduate","Spain",6.9,"Instagram",6.2,5,"In Relationship",3,8,"High"
2787,22,"Male","Graduate","Sweden",3.7,"TikTok",6.6,4,"Single",3,7,"Moderate"
4561,24,"Female","Graduate","USA",5.6,"Instagram",7.6,8,"In Relationship",4,4,"Low"
7886,22,"Male","Graduate","Spain",4.5,"Instagram",9.1,8,"In Relationship",3,5,"Low"
5902,21,"Male","Graduate","Mexico",3.9,"TikTok",7.3,5,"Complicated",2,6,"Low"
1766,19,"Female","Undergraduate","Russia",5.7,"Instagram",5.4,8,"In Relationship",4,4,"High"
7320,20,"Female","Undergraduate","Sri Lanka",4.4,"Instagram",6.7,6,"Single",4,7,"Moderate"
2743,21,"Male","Undergraduate","India",4.9,"TikTok",5.8,7,"In Relationship",3,8,"High"
8757,22,"Male","Graduate","Turkey",4.2,"LINE",4.9,5,"In Relationship",0,5,"Moderate"
5844,22,"Male","Graduate","Malaysia",4.6,"Instagram",7.6,5,"Single",4,4,"Low"
6791,21,"Male","Graduate","Spain",5.2,"TikTok",7.2,7,"Single",3,7,"Low"
9193,20,"Female","Undergraduate","India",4.7,"WhatsApp",6.3,6,"Single",2,8,"Moderate"
343,19,"Male","Undergraduate","Indonesia",5.6,"Facebook",7.5,6,"In Relationship",4,5,"High"
9495,22,"Male","Graduate","Nepal",4.9,"Twitter",6.8,8,"Single",2,7,"Low"
8475,22,"Male","Graduate","Bangladesh",5.9,"Facebook",8.3,6,"Single",3,7,"Low"
422,20,"Female","Undergraduate","Pakistan",5.6,"TikTok",6.8,8,"In Relationship",3,7,"High"
1798,22,"Male","Graduate","Ireland",3.9,"Instagram",5.9,7,"Single",3,7,"Low"
8473,22,"Male","Graduate","USA",2.8,"Instagram",8.9,7,"In Relationship",4,6,"Low"
3827,20,"Female","Undergraduate","Spain",6.5,"Instagram",8,7,"Single",4,7,"High"
9537,22,"Male","Graduate","USA",5.1,"Instagram",8.3,8,"In Relationship",2,6,"Low"
580,20,"Female","Undergraduate","South Korea",5.8,"Facebook",7.9,6,"In Relationship",2,5,"Moderate"
6984,22,"Male","Graduate","USA",4.6,"Facebook",6.5,6,"In Relationship",4,4,"Low"
7586,19,"Female","Undergraduate","Spain",4.5,"Facebook",8.3,7,"Single",4,7,"Moderate"
5349,20,"Female","Undergraduate","South Korea",6,"WhatsApp",6.6,5,"Single",1,5,"Moderate"
762,19,"Female","Undergraduate","Switzerland",7.1,"TikTok",7.4,7,"Complicated",3,5,"High"
5560,20,"Female","Undergraduate","Switzerland",2.1,"LinkedIn",8.3,6,"In Relationship",1,5,"Low"
6586,20,"Female","Undergraduate","Ireland",7.5,"LinkedIn",5.9,5,"Single",4,7,"High"
2344,19,"Male","Undergraduate","Poland",2.8,"Facebook",6.5,4,"Single",2,6,"Moderate"
5127,20,"Female","Undergraduate","Nepal",4.8,"Instagram",5.7,5,"In Relationship",4,5,"High"
9736,22,"Male","Graduate","Ireland",4.9,"Instagram",5.2,5,"Single",4,8,"High"
4726,22,"Male","Graduate","Bangladesh",3.2,"YouTube",5.5,6,"Complicated",4,9,"Low"
8546,22,"Male","Graduate","USA",6.3,"Snapchat",5.1,6,"Single",3,7,"High"
5751,19,"Male","Undergraduate","Philippines",5.4,"Facebook",7.8,8,"In Relationship",3,4,"High"
9180,21,"Female","Undergraduate","Malaysia",3.7,"Instagram",6.9,7,"Single",3,6,"Moderate"
2913,20,"Male","Undergraduate","USA",6.5,"TikTok",8.2,5,"Complicated",3,6,"High"
9144,19,"Male","Undergraduate","India",4.6,"Facebook",6.4,7,"Single",3,4,"Moderate"
6494,23,"Male","Graduate","France",5.8,"TikTok",5.2,8,"In Relationship",2,5,"High"
7194,20,"Female","Undergraduate","Netherlands",4.2,"Instagram",6.2,7,"In Relationship",2,8,"Moderate"
2829,22,"Male","Graduate","Spain",2.5,"Instagram",5.4,4,"Single",4,8,"High"
7015,19,"Female","Undergraduate","India",4.6,"Instagram",5.9,7,"Single",4,7,"High"
7162,19,"Female","Undergraduate","Turkey",2.9,"KakaoTalk",6.8,6,"In Relationship",2,6,"Moderate"
8817,19,"Female","Undergraduate","Russia",4.2,"Snapchat",5.7,8,"Single",2,7,"Moderate"
4017,24,"Female","Graduate","Czech Republic",6.4,"Facebook",5.6,5,"Single",3,5,"High"
9074,21,"Male","Graduate","Poland",4.2,"WhatsApp",6.2,5,"Single",3,7,"Moderate"
176,22,"Male","Graduate","Ireland",3.7,"Instagram",7.2,7,"Single",1,7,"Low"
3341,21,"Male","Undergraduate","Turkey",5.5,"WhatsApp",8.1,6,"In Relationship",2,8,"Moderate"
822,22,"Male","Graduate","Netherlands",6.3,"Instagram",3.8,7,"Single",2,7,"High"
4171,24,"Male","Graduate","Mexico",3.1,"Instagram",7.2,5,"In Relationship",4,8,"Low"
282,19,"Female","Undergraduate","Mexico",3.9,"Instagram",8.4,8,"In Relationship",3,6,"Moderate"
832,19,"Male","Undergraduate","India",3.7,"Instagram",8.6,6,"In Relationship",2,8,"Moderate"
2025,22,"Male","Graduate","France",4.1,"TikTok",8.5,5,"Single",3,4,"Low"
3799,20,"Female","Undergraduate","Latvia",4.6,"TikTok",7.2,5,"In Relationship",2,7,"Moderate"
7256,20,"Female","Undergraduate","India",3.3,"TikTok",5.8,6,"In Relationship",4,7,"High"
5963,21,"Male","Graduate","Italy",3.9,"Instagram",5.2,7,"In Relationship",3,7,"Moderate"
8697,22,"Male","Graduate","Serbia",6.3,"YouTube",7.4,7,"Single",4,7,"Low"
2721,22,"Male","Graduate","Mexico",5.6,"Instagram",6.2,8,"Single",1,7,"Moderate"
2708,19,"Female","Undergraduate","UAE",6.1,"WeChat",5.7,5,"Single",3,8,"High"
5697,21,"Male","Graduate","Ireland",4.8,"VKontakte",7.6,7,"Single",2,7,"Low"
2709,19,"Female","Undergraduate","USA",5.8,"TikTok",7.4,5,"In Relationship",4,6,"High"
7839,22,"Male","Graduate","Italy",4.4,"Instagram",6.6,5,"Complicated",4,6,"Moderate"
820,19,"Female","Undergraduate","Denmark",3.8,"Instagram",6.9,6,"Single",1,8,"Low"
7646,21,"Male","Undergraduate","Moldova",5.3,"TikTok",6,8,"Single",2,9,"High"
6099,21,"Male","Graduate","Netherlands",4.8,"Instagram",6.9,6,"In Relationship",2,3,"Low"
5837,21,"Male","Graduate","Norway",5.4,"Facebook",4.8,4,"Single",5,8,"High"
9060,21,"Male","Graduate","Turkey",3.2,"Instagram",7.1,6,"Single",3,9,"Low"
8718,19,"Female","Undergraduate","India",3.8,"Twitter",7.8,5,"In Relationship",0,5,"Low"
3660,19,"Female","Undergraduate","Sri Lanka",3.1,"LinkedIn",6.8,7,"Single",3,3,"Low"
5675,20,"Female","Undergraduate","North Macedonia",4.4,"Instagram",7.8,6,"Single",3,8,"Moderate"
3902,20,"Female","Undergraduate","Spain",4.2,"WhatsApp",7.4,8,"Single",4,7,"Moderate"
1585,19,"Female","Undergraduate","France",5.9,"Snapchat",5.7,8,"In Relationship",3,7,"High"
3232,19,"Male","Undergraduate","Denmark",3.8,"Instagram",5.7,6,"Single",2,7,"Moderate"
1677,19,"Male","Undergraduate","China",6.5,"Instagram",7.5,7,"Single",4,4,"High"
7877,22,"Male","Graduate","France",6.7,"Instagram",7.2,6,"Single",4,3,"Moderate"
7799,21,"Male","Graduate","Bangladesh",5.6,"LinkedIn",7.6,8,"Single",2,4,"Low"
5589,19,"Female","Undergraduate","Morocco",5.7,"Instagram",4.1,6,"In Relationship",3,8,"High"
3234,20,"Female","Undergraduate","India",3,"LinkedIn",8.5,6,"Single",2,9,"Low"
2815,22,"Male","Graduate","Turkey",5.9,"Facebook",7.6,7,"Single",2,8,"Low"
9708,21,"Male","Undergraduate","Nepal",7,"Instagram",6.7,6,"In Relationship",3,5,"High"
6889,21,"Male","Graduate","USA",3,"TikTok",3.9,8,"In Relationship",2,5,"Moderate"
8988,24,"Male","Graduate","USA",4.8,"WhatsApp",7.9,7,"In Relationship",4,8,"Low"
178,20,"Female","Undergraduate","Andorra",5.6,"TikTok",5.5,6,"In Relationship",4,8,"High"
4472,19,"Female","Undergraduate","South Korea",4.4,"WhatsApp",8.4,7,"Single",2,4,"Low"
5444,23,"Male","Graduate","Russia",4.6,"Facebook",8.1,4,"In Relationship",1,5,"Moderate"
5272,19,"Female","Undergraduate","New Zealand",4.2,"TikTok",7.5,6,"Single",3,7,"Moderate"
9462,22,"Male","Graduate","Spain",7.2,"LINE",8.3,6,"In Relationship",5,4,"Moderate"
8969,20,"Female","Undergraduate","Qatar",5.1,"Instagram",7.1,8,"Single",3,6,"Moderate"
8010,22,"Male","Graduate","Australia",4.5,"Instagram",7.3,7,"In Relationship",4,6,"Low"
1919,19,"Male","Undergraduate","Australia",6.2,"Instagram",7.6,6,"Single",2,6,"Moderate"
7333,19,"Female","High School","New Zealand",4.3,"WhatsApp",5.7,8,"Single",4,5,"Low"
3199,20,"Female","Undergraduate","Turkey",6.7,"Facebook",6,6,"In Relationship",3,7,"High"
6045,21,"Male","Graduate","Japan",4.4,"Instagram",8.4,5,"In Relationship",4,7,"Low"
7790,22,"Male","Graduate","Netherlands",6.2,"Instagram",8.5,6,"Single",3,9,"Moderate"
8858,24,"Female","Graduate","Spain",2.4,"Twitter",5.6,6,"Single",2,7,"Low"
5426,23,"Female","Graduate","Denmark",7.4,"Instagram",7.6,7,"Single",4,4,"Moderate"
557,20,"Female","High School","France",5.4,"Facebook",7,6,"Single",3,7,"Low"
7137,19,"Female","Undergraduate","Italy",7.9,"Instagram",6.8,6,"In Relationship",1,6,"High"
9988,19,"Female","Undergraduate","China",4.2,"Facebook",7.2,4,"Single",3,8,"High"
608,19,"Male","Undergraduate","Nepal",4.9,"Twitter",6.1,7,"Single",2,7,"Moderate"
2233,21,"Male","Graduate","Maldives",4,"Instagram",4.9,8,"In Relationship",3,7,"Moderate"
9560,19,"Male","Undergraduate","USA",4.8,"Facebook",5.6,7,"Single",2,3,"Moderate"
8219,19,"Female","Undergraduate","Germany",3.5,"Instagram",6.3,6,"In Relationship",2,5,"Moderate"
6580,19,"Female","Undergraduate","Bangladesh",4.2,"TikTok",8.2,7,"In Relationship",3,7,"Moderate"
3376,20,"Female","Undergraduate","USA",4.9,"Instagram",7.2,8,"In Relationship",1,4,"Moderate"
4218,20,"Male","Undergraduate","Switzerland",5.4,"TikTok",8,7,"Single",4,4,"High"
2083,21,"Male","Graduate","Poland",3.6,"Facebook",4.5,8,"Single",3,5,"Moderate"
7010,22,"Male","Graduate","Spain",3,"Instagram",8.2,5,"Single",3,7,"Low"
5270,22,"Male","Graduate","Paraguay",3.3,"Facebook",7.6,8,"Single",4,7,"Low"
8360,20,"Female","Undergraduate","Spain",5.7,"TikTok",9.4,8,"In Relationship",3,6,"High"
2669,21,"Female","Undergraduate","China",3.9,"Twitter",8.7,6,"In Relationship",2,8,"Low"
7895,19,"Male","High School","Denmark",5.1,"Instagram",6.6,4,"Single",4,6,"Low"
9079,24,"Male","Graduate","Japan",6.2,"TikTok",4.4,4,"Single",4,8,"High"
1137,22,"Male","Graduate","Denmark",7.1,"TikTok",5.8,7,"Single",3,6,"High"
5405,22,"Male","Graduate","Pakistan",4.7,"Instagram",5.9,7,"In Relationship",5,4,"Moderate"
9952,19,"Female","Undergraduate","Turkey",5.1,"Facebook",5.3,6,"Single",4,8,"High"
1146,18,"Male","High School","Denmark",4.1,"Facebook",6,8,"In Relationship",3,4,"Low"
7484,21,"Male","Graduate","Mexico",4.5,"Facebook",4.4,6,"Single",2,8,"Moderate"
3944,22,"Male","Graduate","China",3.9,"TikTok",5.7,6,"In Relationship",3,9,"Low"
7142,18,"Male","High School","Spain",4.8,"Instagram",5.9,6,"In Relationship",3,8,"Low"
9404,19,"Female","Undergraduate","Turkey",2.6,"Instagram",8.5,7,"Single",2,7,"Low"
2956,19,"Female","Undergraduate","Mexico",4.1,"LINE",8.3,6,"In Relationship",2,4,"Low"
6027,19,"Female","Undergraduate","Denmark",3.9,"Instagram",4.1,6,"Single",3,5,"High"
3564,24,"Male","Graduate","India",5.8,"Instagram",9,7,"Single",2,7,"Low"
2791,20,"Female","Undergraduate","USA",7,"WhatsApp",6.3,6,"In Relationship",1,4,"High"
6208,19,"Female","Undergraduate","Japan",4.4,"TikTok",6.5,8,"Single",1,8,"Low"
1793,20,"Female","Undergraduate","Spain",5.7,"Instagram",6.9,6,"Single",4,9,"High"
3387,22,"Male","Graduate","USA",6.3,"Facebook",5.2,7,"Single",3,6,"High"
6521,19,"Male","Undergraduate","Ecuador",4.2,"WhatsApp",6.6,6,"In Relationship",5,7,"High"
7491,19,"Female","High School","Spain",4.5,"TikTok",7.2,6,"Single",5,9,"Low"
3706,19,"Male","Undergraduate","Bangladesh",4.5,"Instagram",5.9,8,"In Relationship",1,7,"Moderate"
751,19,"Male","Undergraduate","Mexico",5.6,"Instagram",5.4,6,"In Relationship",2,8,"High"
8690,18,"Female","High School","Australia",3.1,"LinkedIn",5.9,5,"In Relationship",2,5,"Low"
1701,19,"Female","Undergraduate","India",6.8,"LinkedIn",5.7,8,"Single",3,7,"High"
2147,21,"Female","Undergraduate","New Zealand",5.8,"TikTok",9.1,7,"In Relationship",2,7,"High"
7338,22,"Male","Graduate","USA",6.2,"VKontakte",6.7,8,"In Relationship",2,5,"Moderate"
5642,20,"Female","Undergraduate","South Korea",5.4,"Twitter",6.7,6,"Single",3,7,"Moderate"
1330,21,"Male","Graduate","India",3.9,"Twitter",6,5,"In Relationship",2,3,"Moderate"
5871,20,"Female","Undergraduate","Germany",3.6,"Facebook",6.7,6,"Single",3,8,"Moderate"
2804,21,"Male","Graduate","Spain",5.9,"Instagram",8.1,7,"Single",2,7,"Low"
7953,20,"Female","Undergraduate","Russia",6.9,"TikTok",8.5,7,"Single",3,8,"High"
3237,20,"Female","Undergraduate","Spain",5.5,"Instagram",5.7,7,"Single",2,5,"High"
1423,20,"Female","Undergraduate","Japan",5.5,"Facebook",6.2,5,"Single",3,6,"High"
3825,20,"Female","Undergraduate","Oman",5,"Instagram",5.8,6,"Single",3,4,"High"
2660,21,"Male","Graduate","Germany",4.7,"Instagram",8.2,8,"In Relationship",2,8,"Low"
79,22,"Male","Graduate","Turkey",7.2,"Instagram",6.2,7,"In Relationship",3,8,"High"
1194,23,"Male","Graduate","Canada",5.9,"WhatsApp",6.7,7,"In Relationship",3,5,"Low"
6871,20,"Female","Undergraduate","France",4.6,"TikTok",5.9,7,"Single",3,5,"High"
3081,19,"Female","Undergraduate","Bangladesh",6,"LINE",6.2,6,"In Relationship",4,7,"High"
8172,20,"Female","Undergraduate","Mexico",7.1,"TikTok",8.5,7,"Single",4,8,"High"
5213,19,"Female","Undergraduate","China",5.2,"TikTok",5.8,5,"Single",3,5,"High"
1130,22,"Male","Graduate","Mexico",2.6,"Instagram",6.4,7,"Single",1,6,"Low"
8076,19,"Female","Undergraduate","Mexico",4.2,"Instagram",4.9,7,"Single",3,4,"High"
7112,20,"Female","Undergraduate","Denmark",4.7,"TikTok",7.3,8,"In Relationship",3,3,"High"
1681,23,"Male","Graduate","India",5.7,"WhatsApp",5.9,7,"Single",2,5,"Moderate"
9701,19,"Male","Undergraduate","USA",4,"Facebook",4.9,6,"In Relationship",2,5,"High"
2135,18,"Male","High School","Denmark",3,"TikTok",6.1,6,"Single",4,5,"Low"
1186,22,"Male","Graduate","Pakistan",4.8,"LINE",5.5,6,"In Relationship",2,9,"Moderate"
6091,22,"Male","Graduate","India",7.3,"Facebook",4.9,6,"Single",1,9,"High"
5247,19,"Female","Undergraduate","India",4.1,"TikTok",5.4,7,"Single",2,5,"Moderate"
9521,20,"Female","Undergraduate","Austria",3.2,"Instagram",7,7,"Single",4,4,"Moderate"
675,20,"Female","Undergraduate","Denmark",4.1,"Instagram",5,5,"Single",3,5,"High"
4270,22,"Male","Graduate","Canada",5.7,"TikTok",3.8,7,"Single",2,5,"High"
4207,21,"Male","Graduate","Bangladesh",5.4,"Snapchat",5.4,6,"Single",2,9,"Moderate"
538,21,"Male","Graduate","Pakistan",2.8,"Instagram",6.8,7,"In Relationship",4,8,"Low"
2544,20,"Female","Undergraduate","Italy",3.4,"Instagram",4.1,5,"In Relationship",3,7,"High"
3494,20,"Female","Undergraduate","Australia",6.2,"TikTok",8.1,4,"In Relationship",3,7,"High"
3647,19,"Female","Undergraduate","Pakistan",3.3,"Facebook",9,6,"Single",1,6,"Low"
5884,21,"Male","Graduate","Japan",5.5,"Instagram",6.3,8,"Single",4,4,"Moderate"
3136,20,"Female","Undergraduate","Ireland",7,"Instagram",7.6,7,"In Relationship",4,8,"High"
3699,22,"Male","Graduate","Spain",4.3,"TikTok",7.5,8,"In Relationship",1,7,"Low"
160,22,"Male","Graduate","Denmark",4.2,"Instagram",6.6,5,"Single",3,5,"Low"
5032,19,"Female","Undergraduate","Japan",3.6,"TikTok",4.3,5,"In Relationship",3,8,"High"
3160,20,"Female","Undergraduate","Canada",4.3,"Instagram",5.9,5,"In Relationship",2,5,"High"
8649,22,"Male","Graduate","Pakistan",6,"Instagram",6.7,6,"Single",4,7,"Moderate"
7630,20,"Female","Undergraduate","Spain",2.7,"Facebook",7.5,5,"In Relationship",2,8,"Moderate"
5550,19,"Female","Undergraduate","Ireland",4.2,"Instagram",6.6,5,"Single",2,7,"Moderate"
3009,21,"Female","Undergraduate","Canada",2.8,"TikTok",7.4,6,"Single",2,8,"Low"
8594,22,"Male","Graduate","Croatia",4.7,"Instagram",7.8,6,"Single",3,5,"Low"
9775,20,"Female","Undergraduate","Denmark",4.2,"KakaoTalk",6.7,5,"Single",4,7,"High"
2461,20,"Female","Undergraduate","France",4.5,"Facebook",7.4,8,"In Relationship",4,9,"High"
2654,20,"Female","High School","Turkey",4.5,"TikTok",8.6,4,"In Relationship",2,7,"Low"
6966,22,"Male","Graduate","Bhutan",4.1,"TikTok",7.4,6,"Single",3,4,"Low"
7259,21,"Male","Graduate","Bangladesh",4.6,"Facebook",6.3,7,"Single",3,7,"Low"
2680,22,"Male","Graduate","Germany",3.6,"Facebook",6.9,5,"Single",3,5,"Low"
2668,20,"Female","Undergraduate","France",5,"TikTok",6.7,6,"Single",3,7,"Moderate"
8929,20,"Female","Undergraduate","India",4.8,"VKontakte",6,6,"Single",2,9,"Moderate"
3422,19,"Female","Undergraduate","Portugal",4.5,"WhatsApp",7.2,7,"Single",4,9,"Moderate"
2397,24,"Male","Graduate","UK",3.4,"Facebook",6.7,7,"Single",2,5,"Low"
6127,22,"Male","Graduate","India",5.7,"TikTok",6,6,"Single",4,5,"Moderate"
3152,21,"Male","Graduate","Spain",6.4,"TikTok",8.7,4,"Single",4,7,"High"
3530,20,"Female","Undergraduate","Denmark",4.4,"WhatsApp",5.1,8,"In Relationship",1,7,"Moderate"
3384,22,"Male","Graduate","China",4.1,"Instagram",9,8,"Single",4,9,"Low"
1882,20,"Female","Undergraduate","Switzerland",5.1,"Instagram",7.2,8,"Single",3,4,"Moderate"
7065,21,"Male","Graduate","Ireland",6.1,"Instagram",7.6,6,"In Relationship",4,7,"Moderate"
3753,23,"Male","Graduate","Russia",5.2,"Facebook",4.1,6,"Single",2,8,"High"
3790,21,"Male","Graduate","Australia",4.3,"Instagram",6.5,6,"Single",3,4,"Low"
8941,20,"Female","Undergraduate","Canada",5.6,"Facebook",6.1,6,"Single",4,5,"High"
863,20,"Female","Undergraduate","Nigeria",5.1,"Instagram",6.8,7,"In Relationship",3,8,"High"
141,21,"Male","Graduate","France",4.2,"TikTok",7.5,6,"In Relationship",4,4,"Low"
4499,19,"Female","Undergraduate","Mexico",4.7,"Instagram",6,6,"Single",3,7,"High"
6816,20,"Female","Undergraduate","Canada",3.7,"LINE",5.8,6,"Single",2,5,"Moderate"
7444,21,"Female","Undergraduate","Canada",4.6,"TikTok",5.8,6,"Single",4,6,"High"
5961,19,"Female","Undergraduate","India",4.5,"WhatsApp",8,7,"Single",3,7,"Moderate"
6490,19,"Female","High School","Germany",4.9,"Instagram",6.1,6,"Complicated",2,5,"Low"
561,20,"Female","Undergraduate","Maldives",5.9,"TikTok",8.1,5,"Single",2,8,"High"
3216,22,"Male","Graduate","UK",7.1,"TikTok",7.7,6,"In Relationship",3,5,"Moderate"
306,19,"Female","Undergraduate","Bangladesh",8.3,"Instagram",6.4,6,"Single",5,5,"High"
8135,22,"Male","Graduate","Singapore",6.8,"Instagram",6.5,5,"In Relationship",1,8,"High"
5379,22,"Male","Graduate","Japan",4.8,"Facebook",6.9,4,"In Relationship",2,5,"Moderate"
4929,18,"Male","High School","Portugal",4.9,"WhatsApp",7.8,8,"Single",3,9,"Low"
9851,21,"Male","Graduate","USA",2.9,"WeChat",6.4,5,"In Relationship",3,8,"Low"
2652,19,"Female","Undergraduate","Pakistan",5.2,"WhatsApp",7.7,6,"In Relationship",3,6,"High"
5976,19,"Female","High School","Maldives",4.7,"Instagram",5.9,6,"Single",4,6,"Low"
854,21,"Male","Graduate","France",6.6,"Instagram",6.8,7,"Single",3,7,"Moderate"
3231,20,"Female","Undergraduate","Netherlands",3.2,"WhatsApp",8.3,6,"Single",4,7,"Moderate"
4083,22,"Female","Graduate","Denmark",5.9,"Snapchat",6.5,6,"In Relationship",3,7,"Low"
1682,19,"Female","Undergraduate","Singapore",5.2,"Instagram",6.7,4,"In Relationship",3,7,"High"
7064,20,"Female","Undergraduate","Netherlands",4.4,"TikTok",7.7,6,"Single",2,5,"Moderate"
6396,21,"Male","Graduate","Turkey",5.3,"Instagram",7.3,5,"In Relationship",3,6,"Moderate"
49,19,"Female","Undergraduate","Sri Lanka",4.7,"LINE",6.6,6,"In Relationship",3,7,"High"
8164,21,"Male","Undergraduate","Switzerland",5,"Instagram",7.3,8,"Single",2,8,"Moderate"
7099,19,"Male","Undergraduate","Maldives",4.3,"Facebook",8.8,4,"Single",2,7,"Moderate"
7667,23,"Male","Graduate","USA",5.4,"TikTok",7.3,6,"Single",4,7,"Low"
8460,20,"Female","Undergraduate","Ireland",6.4,"Instagram",7.5,8,"In Relationship",1,7,"Moderate"
6771,19,"Female","Undergraduate","Japan",6.9,"TikTok",7.7,6,"In Relationship",4,7,"High"
615,22,"Female","Graduate","Canada",4.1,"Facebook",7.5,7,"Single",3,4,"Low"
4797,19,"Female","Undergraduate","Russia",5.6,"Snapchat",7.2,8,"In Relationship",4,3,"High"
5411,19,"Male","High School","Mexico",4.2,"Facebook",8.3,7,"In Relationship",3,3,"Low"
7875,21,"Male","Graduate","Pakistan",5,"Facebook",7.5,6,"Complicated",2,5,"Low"
5972,20,"Male","Undergraduate","USA",3,"TikTok",7.2,6,"Single",3,7,"Moderate"
6576,22,"Male","Graduate","Bangladesh",4.9,"Instagram",6.1,6,"In Relationship",3,7,"Moderate"
3839,18,"Female","High School","Pakistan",5.5,"Instagram",7,7,"Single",3,8,"Low"
9709,22,"Male","Graduate","South Korea",6.3,"TikTok",8.5,5,"In Relationship",3,8,"Moderate"
395,19,"Male","Undergraduate","USA",4.2,"TikTok",7.1,6,"In Relationship",2,4,"Moderate"
8214,19,"Female","Undergraduate","Brazil",6.9,"VKontakte",6.8,4,"Single",2,7,"High"
5095,22,"Male","Graduate","USA",4.9,"TikTok",7.2,6,"Single",3,7,"Low"
5777,22,"Male","Graduate","Pakistan",5.7,"Instagram",7.1,6,"Single",3,4,"Low"
5065,20,"Female","Undergraduate","France",5.4,"TikTok",5.9,7,"In Relationship",4,4,"High"
9076,22,"Male","Graduate","Canada",6.7,"TikTok",6.2,5,"In Relationship",3,4,"High"
8289,22,"Male","Graduate","UK",4.8,"TikTok",8.7,8,"In Relationship",3,7,"Low"
3622,19,"Female","Undergraduate","Portugal",2.1,"Instagram",6.3,7,"In Relationship",3,7,"High"
4071,21,"Female","Undergraduate","Canada",4.6,"Instagram",8.1,7,"Single",1,8,"Low"
857,22,"Male","Graduate","France",5.6,"VKontakte",4.9,7,"In Relationship",2,4,"Moderate"
888,24,"Male","Graduate","Finland",5.7,"TikTok",7.1,6,"Single",2,8,"Low"
3271,22,"Male","Graduate","Paraguay",3.8,"Facebook",5.3,5,"Single",2,5,"Moderate"
9153,22,"Male","Graduate","Italy",4.4,"Instagram",6.8,6,"Single",3,7,"Low"
1781,19,"Female","Undergraduate","South Korea",6.7,"Instagram",8,7,"In Relationship",1,4,"Moderate"
1738,21,"Male","Graduate","New Zealand",4.5,"Instagram",8.8,5,"Single",2,8,"Low"
1304,24,"Male","Graduate","Bolivia",4.4,"TikTok",7.4,8,"In Relationship",2,8,"Low"
121,19,"Female","Undergraduate","USA",4.8,"Facebook",5.4,6,"Single",4,4,"High"
4037,22,"Male","Graduate","Turkey",4.8,"Instagram",6.2,7,"Single",2,8,"Low"
32,21,"Male","Undergraduate","Ireland",3.1,"Instagram",8.4,6,"Single",4,7,"Moderate"
8372,20,"Male","Undergraduate","Ireland",5.2,"Instagram",5.9,6,"In Relationship",3,7,"High"
8778,22,"Male","Graduate","Denmark",7,"Instagram",6.9,6,"Single",4,4,"Moderate"
8635,20,"Female","Undergraduate","Turkey",4.3,"YouTube",4.9,6,"Single",5,4,"High"
7943,19,"Female","Undergraduate","UK",5.8,"Facebook",5.5,6,"In Relationship",4,8,"High"
1098,22,"Male","Graduate","Nepal",4.4,"TikTok",8.2,6,"Single",3,4,"Low"
3236,22,"Male","Graduate","Singapore",5.1,"Facebook",6.4,6,"Single",3,7,"Low"
7402,22,"Female","Graduate","Poland",6.7,"Facebook",7.1,7,"Single",1,8,"Moderate"
5106,20,"Female","Undergraduate","Singapore",4.7,"TikTok",6.6,7,"In Relationship",3,6,"High"
3762,19,"Male","Undergraduate","Brazil",5.2,"Facebook",5.4,7,"Single",4,9,"High"
9936,22,"Male","Graduate","Spain",4.2,"TikTok",5.5,6,"Single",4,8,"Moderate"
491,19,"Male","Undergraduate","France",5.5,"TikTok",6.9,8,"In Relationship",0,7,"Low"
9546,21,"Female","Undergraduate","Australia",4.2,"Instagram",7.8,6,"Single",2,9,"Low"
2962,23,"Female","Graduate","Maldives",7.1,"Instagram",7.1,4,"Single",3,7,"High"
1666,19,"Female","Undergraduate","Ireland",5.6,"TikTok",7.5,5,"Single",4,8,"High"
8345,19,"Male","Undergraduate","Denmark",3.1,"TikTok",7.1,7,"In Relationship",3,7,"Moderate"
501,20,"Male","Undergraduate","Australia",3.5,"YouTube",7.6,5,"Single",3,7,"Moderate"
3118,20,"Female","Undergraduate","New Zealand",4.7,"Instagram",6.5,6,"In Relationship",3,7,"High"
427,19,"Female","Undergraduate","Lithuania",4.2,"Instagram",7,7,"Single",3,6,"Moderate"
7605,20,"Female","Undergraduate","Singapore",8.4,"Instagram",6.9,6,"Single",2,4,"High"
3625,19,"Male","Undergraduate","China",7.2,"Instagram",7.8,7,"Single",2,4,"High"
7609,21,"Male","Graduate","Turkey",7.4,"Twitter",6.1,8,"Single",4,4,"Moderate"
7583,20,"Male","Undergraduate","Canada",7,"Facebook",5,6,"Single",3,7,"High"
